Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone nach DIN EN 1991 Teil 1-3 ,wichtige Hinweise,DC,ZIP,comments
BY,Tirschenreuth,09377142,Neualbenreuth,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377143,Neusorg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377145,Pechbrunn,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377146,Plößberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377148,Pullenreuth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377149,Reuth b. Erbendorf,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377154,Tirschenreuth,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377157,Waldershof,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377158,Waldsassen,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377159,Wiesau,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377451,Ahornberger Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377453,Flötz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377454,Hessenreuther Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Tirschenreuth,09377455,Lenauer Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09377,,covered by DC rule
BY,Bamberg,09461000,Bamberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09461,,
BY,Bayreuth,09462000,Bayreuth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09462,,
BY,Coburg,09463000,Coburg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09463,,
BY,Hof,09464000,Hof,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09464,,
BY,Bamberg,alle,"alle außer:
96157 Ebrach, (gemeindefrei) Ebracher Forst, (gemeindefrei) Steinachsrangen, (gemeindefrei) Winkelhofer Forst  SLZ =  1 ",2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09471,,
BY,Bayreuth,09472111,Ahorntal,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,default zone is 2
BY,Bayreuth,09472115,Aufseß,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472116,Bad Berneck i. Fichtelgebirge,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472118,Betzenstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472119,Bindlach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472121,Bischofsgrün,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472127,Creußen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472131,Eckersdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472133,Emtmannsberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472138,Fichtelberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472139,Gefrees,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472140,Gesees,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472141,Glashütten,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472143,Goldkronach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472146,Haag,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472150,Heinersreuth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472154,Hollfeld,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472155,Hummeltal,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472156,Kirchenpingarten,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472164,Mehlmeisel,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472166,Mistelbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472167,Mistelgau,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472175,Pegnitz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472176,Plankenfels,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472177,Plech,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472179,Pottenstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472180,Prebitz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472184,Schnabelwaid,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472188,Seybothenreuth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472190,Speichersdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472197,Waischenfeld,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472198,Warmensteinach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472199,Weidenberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472451,Bischofsgrüner Forst,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472452,Creußener Hagenreuth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472453,Fichtelberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472454,Forst Neustädtlein a. Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472455,Forst Thiergarten,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472456,Glashüttener Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472457,Goldkronacher Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472458,Heinersreuther Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472459,Langweiler Wald,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472460,Lindenhardter Forst-Nordwest,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472461,Lindenhardter Forst-Südost,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472462,Löhlitzer Wald,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472463,Neubauer Forst-Nord,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472464,Prüll,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472465,Seybothenreuther Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472468,Veldensteiner Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472469,Waidacher Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Bayreuth,09472470,Warmensteinacher Forst-Nord,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09472,,covered by DC rule
BY,Coburg,alle,alle,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09473,,
BY,Forchheim,09474119,Dormitz,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,default zone is 2
BY,Forchheim,09474121,Ebermannstadt,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474122,Effeltrich,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474123,Eggolsheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474124,Egloffstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474126,Forchheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474129,Gößweinstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474132,Gräfenberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474133,Hallerndorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474134,Hausen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474135,Heroldsbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474137,Hetzles,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474138,Hiltpoltstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474140,Igensdorf,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474143,Kirchehrenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474144,Kleinsendelbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474145,Kunreuth,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474146,Langensendelbach,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474147,Leutenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474154,Neunkirchen a. Brand,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474156,Obertrubach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474158,Pinzberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474160,Poxdorf,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474161,Pretzfeld,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474168,Unterleinleiter,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474171,Weilersbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474173,Weißenohe,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474175,Wiesenthau,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Forchheim,09474176,Wiesenttal,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09474,,covered by DC rule
BY,Hof,alle,alle,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09475,,
BY,Kronach,09476145,Kronach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476146,Küps,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476152,Ludwigsstadt,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,default zone is 3
BY,Kronach,09476154,Mitwitz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476159,Nordhalben,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476164,Pressig,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476166,Reichenbach,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476171,Schneckenlohe,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476175,Steinbach a. Wald,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476177,Steinwiesen,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476178,Stockheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476179,Tettau,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476180,Teuschnitz,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476182,Tschirn,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476183,Marktrodach,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476184,Wallenfels,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476185,Weißenbrunn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476189,Wilhelmsthal,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476451,Birnbaum,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476452,Eppenberg u. Lehen,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476453,Langenbacher Forst,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kronach,09476454,Steinberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09476,,covered by DC rule
BY,Kulmbach,09477117,Grafengehaig,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477118,Guttenberg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477119,Harsdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,default zone is 2
BY,Kulmbach,09477121,Himmelkron,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477124,Kasendorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477127,Ködnitz,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477128,Kulmbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477129,Kupferberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477135,Ludwigschorgast,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477136,Mainleus,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477138,Marktleugast,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477139,Marktschorgast,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477142,Neudrossenfeld,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477143,Neuenmarkt,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477148,Presseck,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477151,Rugendorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477156,Stadtsteinach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477157,Thurnau,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477158,Trebgast,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
BY,Kulmbach,09477159,Untersteinach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09477,,covered by DC rule
