Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone nach DIN EN 1991 Teil 1-3 ,wichtige Hinweise,DC,ZIP,comments
BY,Unterallgäu,09778127,Dirlewang,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778130,Egg a.d. Günz,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778134,Eppishausen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778136,Erkheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778137,Ettringen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778139,Fellheim,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778144,Bad Grönenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778149,Hawangen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778150,Heimertingen,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778151,Holzgünz,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778157,Kirchhaslach,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778158,Kirchheim i. Schw.,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778161,Kronburg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778162,Lachen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778163,Lauben,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778164,Lautrach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778165,Legau,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778168,Markt Rettenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778169,Markt Wald,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778171,Memmingerberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778173,Mindelheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778177,Niederrieden,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778180,Kammlach,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778183,Oberrieden,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778184,Oberschönegg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778186,Ottobeuren,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778187,Pfaffenhausen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778188,Pleß,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778190,Salgen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778196,Sontheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778199,Stetten,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778202,Trunkelsberg,1,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778203,Türkheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778204,Tussenhausen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778205,Ungerhausen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778207,Unteregg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778209,Rammingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778214,Westerheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778216,Wiedergeltingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778217,Winterrieden,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778218,Wolfertschwenden,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778219,Woringen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778221,Kettershausen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Unterallgäu,09778451,Ungerhauser Wald,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09778,,covered by DC rule
BY,Donau-Ries,09779111,Alerheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,default zone is 2
BY,Donau-Ries,09779112,Amerdingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779115,Asbach-Bäumenheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779117,Auhausen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779126,Buchdorf,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779129,Daiting,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779130,Deiningen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779131,Donauwörth,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779136,Ederheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779138,Ehingen a. Ries,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779146,Forheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779147,Fremdingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779148,Fünfstetten,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779149,Genderkingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779154,Hainsfarth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779155,Harburg (Schwaben),2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779162,Hohenaltheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779163,Holzheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779167,Huisheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779169,Kaisheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779176,Maihingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779177,Marktoffingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779178,Marxheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779180,Megesheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779181,Mertingen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779184,Mönchsdeggingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779185,Möttingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779186,Monheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779187,Münster,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779188,Munningen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779192,Niederschönenfeld,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779194,Nördlingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779196,Oberndorf a. Lech,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779197,Oettingen i. Bay.,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779198,Otting,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779201,Rain,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779203,Reimlingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779206,Rögling,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779217,Tagmersheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779218,Tapfheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779224,Wallerstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779226,Wechingen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779228,Wemding,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779231,Wolferstadt,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779451,Brand,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779452,Dornstadt-Linkersbaindt,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Donau-Ries,09779453,Esterholz,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09779,,covered by DC rule
BY,Oberallgäu,09780112,Altusried,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,default zone is 2a
BY,Oberallgäu,09780113,Balderschwang,3,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780114,Betzigau,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780115,Blaichach,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780116,Bolsterlang,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780117,Buchenberg,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780118,Burgberg i. Allgäu,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780119,Dietmannsried,2,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780120,Durach,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780121,Fischen i. Allgäu,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780122,Haldenwang,2,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780123,Hindelang,3,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780124,Immenstadt i. Allgäu,3,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780451,Kempter Wald,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780125,Lauben,2,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780127,Missen-Wilhams,3,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780131,Obermaiselstein,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780132,Oberstaufen,3,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
BY,Oberallgäu,09780133,Oberstdorf,3,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09780,,covered by DC rule
